,answers,id,questions,target_answers,score,correct
2744,"The destination is written every day for ourselves, even in the minimum decisions we take day by day that seem imperceptible as such ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2745,Everyone wants to change their destiny ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.0,1.0
2746,People can influence their destination if they are cautious ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,0.0
2747,We own our own destiny ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2748,Hope is the last thing you lose. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,0.0
2749,Even the rude fears death ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.0,0.0
2750,We all make decisions thinking about our destination. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.0,1.0
2751,We are causing our own destiny. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2752,"Although the person affirms that his destiny is day and time, he is always performing actions to change it or avoid it. ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",5.0,1.0
2753,"Even though things happen, you can always decide how to face them ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",1.0,0.0
2754,You always have a little hope to be able to change or avoid something in our lives ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.5,0.0
2755,We are responsible for our destination ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2756,"Even those who do not want to live, have survival instinct ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.0,0.0
2757,Nothing is predestined. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,0.0
2758,It is something innate of being to try and believe that we can do what we propose. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.0,0.0
2759,You are always aware of wanting to be you who decides what you deserve. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.0,0.0
2760,We all care about our destination ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.0,0.0
2761,"Those people who accept their lives as it is, they also seek the way to try to change it a little ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.5,1.0
2762,That the destination depends on the acts ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2763,Life is about decisions ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",1.5,0.0
2764,"People who think they can not change their destination are incorrect, and show some incoherence because they are changing their destination when looking at the street, avoiding dying. ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",4.0,1.0
2765,"That even though those people say that destiny is something written, they try to live as much as possible ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.5,1.0
2766,We forge our own destiny ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2767,All in some way we try to form our destination ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.0,1.0
2768,Decisions can change our course ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2769,Our decisions change our destiny. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2770,Even the most miserable being retains some hope. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.0,0.0
2771,Decision ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",1.0,0.0
2772,We all have our destiny in our hands. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2773,"Although the future can not be controlled, there are people who in the same way try to make it what they want. ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.5,1.0
2774,"Even the person with less intentions to change their life, inside it still has the desire to change their heading. ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.5,1.0
2775,Real determinism does not exist ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.0,0.0
2776,Actions are always made to change the destination and take care of their lives. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.5,1.0
2777,The destination is moldable. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2778,Until the slightest action defines our destination ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2779,Even the most pessimistic are full of hope. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.0,0.0
2780,All people have the ability to change our destination. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2781,"Even with small actions, it is always possible to change our destiny. ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2782,"Destiny does not exist, one creates his way ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.0,0.0
2783,That the destination is built by each one of us with our actions. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2784,You decide your destiny. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2785,There is always another option. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.0,0.0
2786,Destiny is something we build ourselves ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2787,You tille your own destiny ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2788,those who say not to believe in something they still seek to see it / change it / evade it ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.0,0.0
2789,The destination can be built. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2790,Destiny is the result of our actions. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2791,Everyone wants to control their destiny ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",1.5,0.0
2792,Destiny is subject to how the person activates in society ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2793,"Even when it is passed through a difficult sections in our lives, there is still a minimum hope and this is the one that leads us to try to preserve our lives. ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,0.0
2794,Destiny can change and we have control of it with small actions ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2795,"Destiny is not something predetermined, we determine it. ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2796,People forge their destiny. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2797,"Although it feels the impossibility of controlling great aspects that mark their own destiny, if there are small points of life that can be under control. ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.0,1.0
2798,"All our actions change our destination, and that we changed our destination all the time. ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2799,We all have a tendency to want to control what happens to us ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.0,1.0
2800,Even those who do not intend to improve should be cautious. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.0,0.0
2801,Everyone think of the different possibilities to get ahead. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",1.0,0.0
2802,We all care about our destiny or future and we will do everything possible to direct it to what we want ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",3.0,0.0
2803,"Each action we carry out, so be the slightest, although we do not know, influences our destination. ",15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2804,Destiny changes and is built up with the smallest decision. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,1.0
2805,Everyone has the hope that some day things will be different. ,15,"Even those who say they can not do anything to change their destiny, look when crossing the street. Of aphorism it is inferred that ","Although for many, destiny is something that can not be modified, there is always the hope of being able to do so. ",2.5,0.0
2806,People do not last forever but their actions if ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,1.5,0.0
2807,"Immortality does not give it an eternal life, if not, the fruits of what you do in your life. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2808,"You have to transcend to create something that is eternal, although your author is not, so you can always be remembered ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.5,1.0
2809,We must seek to leave a trace in history ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2810,We all seek to leave a trace before leaving ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2811,The legacy of a person lasts for a long time. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.5,1.0
2812,"We are passengers, our ideas do not ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2813,The faith of people ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,1.0,0.0
2814,Leave a legacy in this life ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2815,You have to do something memorable ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2816,We are not immortal but our actions if ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2817,Leave the mark or something that contributes to humanity since we are not eternal. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2818,Life aims to contribute something that lasts ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2819,"It is impossible to achieve the immortality of our body as such, but we can be remembered forever with the actions we realize and valuable things that we believe in life. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2820,Create a legacy that lasts in time and that people remember. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.5,1.0
2821,It is better to leave a legacy. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,0.0
2822,The important thing is not what you do in life but what I was left of you in the rest of existence. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2823,"What should be bestite most is not immortality, but a legacy that is immortal ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.5,1.0
2824,"The idea is to leave a trace so that even when you are not, you can continue to be remembered for it. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2825,"It is ideal to help future generations with your work and dedication, in order to generate a brighter future. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.0,0.0
2826,One lives in his legacy. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2827,that your legacy is forever ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2828,the idea is to leave something that lasts with your essence ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2829,The important thing is not the immortality of the human being but of its actions. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2830,"what we do in life, is the only thing that will remain when we die ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2831,That you have to give a trace in the world ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2832,The legacy of one is what makes us immortal. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2833,Serve others while you can ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,1.0,0.0
2834,"It is necessary to leave a mark on this world, something that makes all people remember you. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2835,The meaning of life is to be or do something useful for humanity. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2836,you should leave a mark on your passage by mortality ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2837,"The true meaning of life, consists of doing something that leaves itself in others and is transmitted over time, making your existence something eternal ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2838,The human being seeks to leave his mark in the history of humanity ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2839,What really matters is what we leave as legacy ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2840,It is better to leave a legacy to live it. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,0.0
2841,"Our mortality does not mean the end of us on Earth, since although physically we can not let them leave something that prevails. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2842,It is better to leave a legacy that is yours and represents you to live eternally ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2843,No matter how ephemeral we are our actions can be eternal ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2844,"The important thing is what you do during the time you are alive, they will always remember it ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2845,When the person dies he must leave a legacy that lives forever among people ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2846,The creations of the human being are for posterity ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2847,Create something that prevails over death. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2848,People are immortal through what they create ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2849,That our works are for eternity ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2850,Live with something that generates life ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,1.0,0.0
2851,"Immortality is not about living forever, it is about being remembered forever. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,0.0
2852,We must leave a legacy ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2853,"During our life we must create something innovative, or leave some trace. Finally that's what I would get from us. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2854,leave a trace in the world ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2855,What remains when we die is what we did while we live ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2856,Our work can be our eternal life ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2857,Immortality are the things that one creates and last. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2858,Our will goes beyond our mortality ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,1.0,0.0
2859,The objective of life is to contribute with knowledge that help future generations ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.5,0.0
2860,True immortality lies in memories. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,0.0
2861,"The creation of knowledge must tend to permanence, to be useful. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.5,0.0
2862,It is expected to establish or invent something useful to last over the years. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,0.0
2863,"Life is about what you do in it, not the time you can stay alive. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.5,1.0
2864,We must act such that our actions are remembered. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,0.0
2865,In our creations it is immortality ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2866,The legacy that one leaves is eternal ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.5,1.0
2867,"If we create something or we manage a project that lasts through generations, our earthly presence will not be necessary to affirm that ""we live forever"". ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2868,"The human being is not eternal, but his inventions and ideas can last forever. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2869,Make us remember us is to live forever ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2870,Life is to live with things that are worthwhile ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,1.5,0.0
2871,The idea is to do something that helps in the future ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.5,0.0
2872,Knowledge is eternal ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.5,0.0
2873,The important thing is what you do in life ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2874,"Life is deadly, inventions no. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2875,Leave a legacy ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2876,That we must leave a mark ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2877,We are here to immortalize our dreams ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.0,0.0
2878,You have to leave traces in the world ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2879,Leave parts of us that are taken as generation legacies in generation ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2880,In life we must leave a legacy of something typical that never dies. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2881,It will only be eternal what we mark in our life ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.0,0.0
2882,Ideally do something that is remembered forever ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2883,In our moral life you have to do something that is immortal ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2884,"In life, it must be provided to the development of humanity itself. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,0.0
2885,"The things we do in life are those that remain in eternity, for example, feelings: happiness, love, etc. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,0.0
2886,Live for something worthwhile ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.5,0.0
2887,Leaving your footprint in history is a form of immortality since a person is completely dead once they forget it. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,0.0
2888,"Although life is short and forgetful, the human being is able to create greater things to herself. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.5,1.0
2889,"What really matters are the actions you did on Earth, and that persist in memory of the following generations. ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2890,We must leave our legacy in the world ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.0,1.0
2891,We are not remembered by those who went if not for what we did in good or bad of the community ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
