,answer,id,score,correct,questions,target_answers
3480,Que el tiempo le da la razón al que la tiene,19,1.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3481,"Nada pernace al paso apresurado del tiempo, ni siquera la razon..",19,2.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3482,El tiempo no está de nuestro lado,19,1.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3483,"Hay cosas que solo el tiempo puede sanar, y no sirve afanarse en pensar sobre ello.",19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3484,"No hay que pensar de más, sobre algunas cosas, solo darle tiempo",19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3485,Entre más pase el tiempo las cosas mejorarán de a poco no todo puede ser rápido,19,3.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3486,"Luego de un tiempo, todas las fichas encajan.",19,2.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3487,Que la memoria es pasajera y las experiencias enriquecedoras pueden ser olvidadas,19,1.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3488,Dejar ir las cosas da paz.,19,1.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3489,Con el pasar del tiempo se puede entender mejor cómo funcionan algunos fenómenos vitales que a veces la mente humana supone sin fundamento.,19,3.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3490,Con el paso del tiempo sanan las heridas provocadas por la razón.,19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3491,La razón busca cosas vanas que pueden causar daño,19,2.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3492,El tiempo lo cura todo aunque la mente se encargue de recordarlo,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3493,Sólo el tiempo puede curar algunas heridas,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3494,enredado para mi,19,0.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3495,El tiempo hace sanar heridas,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3496,El tiempo da todas ls respuestas que uno necesita,19,3.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3497,El tiempo te ayuda y la razón no.,19,2.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3498,Todo sana al cabo de un tiempo,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3499,El tiempo ayuda a olvidar,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3500,El tiempo cura las heridas,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3501,Con el tiempo nos vamos olvidando de los malos ratos,19,2.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3502,Al pasar el tiempo se entiende el porqué de todo y se procede a sanar y soltar.,19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3503,El tiempo todo lo cura.,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3504,Que el tiempo es la mejor medicina.,19,3.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3505,con el tiempo todo sana,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3506,El tiempo cura todo,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3507,El tiempo nos ayuda a sanar,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3508,Hay que saber esperar,19,1.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3509,Que con el tiempo la persona entiende las cosas y las puede sanar,19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3510,El paso del tiempo cura las heridas hechas para etiquetarnos de por vida.,19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3511,dale tiempo al tiempo,19,2.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3512,El tiempo ayuda a superar las cosas.,19,4.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3513,"Que la razón le da muchas vueltas a las cosas, mientras que el tiempo solo hace sanar todo",19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3514,"por más que te esfuerces en sanar un trauma, el tiempo es el que ayuda más que nada",19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3515,El tiempo te dara ma razon,19,1.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3516,Con el tiempo pensamos mejor,19,2.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3517,Es mejor dejar que el tiempo nos dé respuesta y dejar sanar las heridas sin hundir las los dedos en la yaga,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3518,El tiempo es la mejor medicina.,19,3.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3519,"Meramente el tiempo no lo cura todo, es solo una de tantas herrramientas que, utilizadas a la vez, abren paso a superar ciertas experiencias",19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3520,El tiempo es la solución,19,3.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3521,el tiempo es la solución para todo,19,3.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3522,Todo lo cura el tiempo,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3523,Con el tiempo se sanan las heridas.,19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3524,"Al pasar tiempo las heridas se curan, pero los sentimientos tienden a aflorar.",19,3.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3525,"Que por mal que la hayamos pasado y nos consima por dentro, el tiempo al final curara todos los males.",19,4.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3526,El tiempo cura la mayoría de cosas.,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3527,La persona sabe algo pero lo oculta engañandose asi mismo,19,1.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3528,La muerte sólo tiene importancia en la medida en que nos hace reflexionar sobre el valor que trae la vida,19,1.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3529,El tiempo cura la terquedad,19,3.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3530,El tiempo al final lo cura todo y la razon pueda afectar los resultados.,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3531,"El tiempo borra las penas, la razón solo se forza en un vano intento de olvidar las heridas.",19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3532,El tiempo siempre dará respuesta a tus intensiones.,19,2.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3533,el tiempo al final hace que olvidemos los problemas,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3534,El tiempo siempre será la sanación de todo,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3535,Que el tiempo cura solo cuando hay razon,19,2.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3536,"La razón nos muestra la verdad, y se sabe que lastima, pero es el tiempo quien hace que se olvide o cure lo que pasó. ",19,2.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3537,Que el tiempo cura todas las heridas,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3538,El tiempo hace lo que la razón no puede,19,2.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3539,Hay cosas que solo el tiempo puede curar,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3540,"Mientras más tiempo pasa, la razón se vuelve más clara.",19,2.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3541,Con el pasar del tiempo las cosas se olvidan.,19,2.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3542,Olvidar,19,1.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3543,"Con el tiempo todo se olvida, a pesar de que queramos racionalmente mantener la herida abierta.",19,2.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3544,El tiempo cura todo.,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3545,"todo pasa, el tiempo ayuda a la solución de los conflictos.",19,3.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3546,Con tiempo se puede lograr todo,19,2.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3547,El tiempo y las reflexiones curan cualquier daño.,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3548,Algunas situaciones se solucionan solo con el tiempo.,19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3549,El tiempo cura lo que en algún momento pensamos que fue correcto y no lo fue,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3550,"Cuando sufrimos pese a que tratamos de sentirnos mejor, es inútil, solo mejoramos cuando poco recordamos. ",19,1.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3551,"A medida que pasa el tiempo este nos ayuda ya sea a aprender o a olvidar, cosa que por más que intentemos la razón no podrá solucionar inmediatamente.",19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3552,El tiempo cura lo que la razón intenta curar.,19,3.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3553,El tiempo es buena cura,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3554,No hay nada que tiempo no cure y así sea que nuestra mente este empecinada en eliminar no se alcanzará sino con tiempo.,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3555,"Aunque que se traten de manera racional, hay problemas que solo el tiempo arregla",19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3556,A veces solo se necesita un poco de tiempo para poder superar algunas situaciones.,19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3557,Sólo el tiempo y el olvido curan realmente,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3558,hay que darle tiempo al tiempo,19,2.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3559,A medida que pasa el tiempo se tiene más claridad de las cosas que las que se pueden tener con la razón en un momento determinado.,19,2.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3560,Dejar que las heridas sanen y la mente se aclare.,19,2.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3561,Con el tiempo piensas mejor las cosas,19,2.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3562,El tiempo permite sanar obviando lo que la razón intenta,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3563,"El tiempo se encarga de curarnos, por esto dejar de darle mente a un problema y esperar es una mejor opción",19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3564,"Todo pasa, el tiempo se encarga de eso",19,3.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3565,El tiempo cura lo que nuestro cerebro quiere sanar.,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3566,"Con el tiempo, las penas se olvidan.",19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3567,"En ocasiones no es cuestión de entender aquello que hace daño, sino con el tiempo dejar que todo sane.",19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3568,"A veces, por muchas razones que se presenten, solo el tiempo permite que las personas olviden, interioricen, reflexionen, etc. acerca de lo que les está sucediendo.  ",19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3569,Hay veces que el tiempo es el único que puede sanar el pasado,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3570,A veces es cuestión de dejar las cosas pasar en lugar de darle muchas vueltas.,19,2.5,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3571,Solo el tiempo permite olvidar las heridas.,19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3572,El tiempo cura todo lo malo,19,4.0,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3573,A veces es mejor dejar que el tiempo pase para resolver algunos asuntos.,19,3.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3574,Con el paso del tiempo es posible olvidar situaciones difíciles.,19,4.5,1.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3575,A medida que envejeces te das cuenta de lo que realmente necesitas.,19,1.0,0.0,El tiempo cura lo que la razón en vano procura. Del aforismo se infiere que,El tiempo permite superar las adversidades.
3576,A no hablar cosas necias e ignorantes.,20,2.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3577,Tus palabras sean de construcción y no de ignorancia,20,4.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3578,No debes destruir la paz del silencio para decir cosas hirientes o incoherentes,20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3579,Ten cuidado con lo que dices,20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3580,"Las palabras pueden destruir o crear, elígelas bien para no dañar.",20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3581,Hay que ser prudentes al momento de referenirnos a algo o a alguien,20,3.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3582,Cada cosa que digas tenga un sentido trascendental y relevente acerca de algo,20,3.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3583,Tus palabras sean beneficiosas si no mejor guardar silencio,20,4.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3584,No hay que hablar impertinetemente,20,3.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3585,Pensar antes de hablar. Si lo que comunicas no hace el bien es mejor callar,20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3586,cuando hables lo que aportes sea constructivo.,20,4.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3587,Se debe ser prudente al hablar.,20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3588,"Se debe pensar bien las cosas antes de hablar, para expresar las cosas de la mejor forma posible",20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3589,"Hablar con las palabras indicadas, no decir tonterías ",20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3590,No decir nada a veces es mejor.,20,2.0,0.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3591,A veces es mejor quedarse callado y no empeoran las situacion con comentarios erroneos,20,3.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3592,"Siempre hay que analizar lo que se dice, y tener en cuenta que muchas veces la mejor respuesta posible es el silencio",20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3593,"Si no tienes nada bueno o importante que decir, entonces es mejor no perturbar a nadie.",20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3594,"Si no se van a decir cosas valiosas y/o importantes, es mejor quedarse callado.",20,4.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3595,"Si no tienes nada que decir, mejor quédate callado. ",20,3.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3596,es mejor decir algo con sentido a oraciones sin fundamento,20,3.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3597,Se debe tener buenos argumentos,20,1.0,0.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3598,"Si el hablar no va a aportar nada o va a perjudicar a alguien, es mejor callar.",20,5.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3599,"si no hay cosas positivas por decir, es mejor no decir nada",20,4.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3600,Que se piense bien antes de hablar,20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3601,"Es mejor quedarse callado, que decir algo de lo que uno pueda arrepentirse.",20,3.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3602,Aveces es mejor callar,20,2.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3603,No hay que hablar por hablar.,20,2.0,0.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3604,El propósito de hablar  deber ser aportar mas a lo ya hablado o dicho.,20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3605,"se diga algo con valor, sino mejor callate",20,4.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3606,El silencio es preciado y precioso y no merece la pena cambiarlo a menos que se tenga algo más preciado y precioso para decir,20,4.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3607,Uno busque decir algo que si pueda tener un buen impacto en la otra persona,20,2.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3608,"Intentar decir cosas sensatas, pensar primero, no hablar por hablar",20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3609,"Si se va a decir algo, que sea productivo. De lo contrario no decirlo.",20,4.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3610,El silencio es mejor que decir palabras sin ningún valor.,20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3611,Piensa antes de hablar para no causar dano,20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3612,Es mejor solo hablar si algo importante será dicho,20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3613,Debes pensar las cosas antes de hablar o mejor guarda silencio,20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3614,Hay que saber que hablar y cuando hacerlo.,20,3.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3615,Siempre se debe buscar que las palabras contribuyan,20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3616,"Al hablar, pensar bien que decir y estar 100% seguros para que valga la pena decir algo. ",20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3617,Si vas a decir algo que sea para bien y no para empeorar las cosas mas de lo que ya están,20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3618,A veces es mejor callar que hablar,20,2.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3619,Se motivo de alegria cuando hables,20,3.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3620,Romper el silencio no implica decir cualquier cosa.,20,2.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3621,"Si vas a hacer un aporte, que sea positivo",20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3622,"Si no se va a decir algo coherente y significante, es mejor callar. ",20,4.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3623,siempre decir cosas constructivas y de la mejor forma,20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3624,"No hables porque sí, que valga la pena lo que digas",20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3625,"Si al hablar no aportamos nada, es mejor callar",20,5.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3626,Se debe hablar con propósito.,20,2.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3627,Piensa bien lo que vas a decir,20,3.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3628,De nada sirve decir palabras sino aportan algo conciso,20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3629,Es mejor callar y pensar lo que se va a decir que decir lo que se piensa sin razonarlo.,20,3.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3630,Pensar antes de hablar es importante para evitar que un comentario se convierta en un desperdicio de palabras.,20,3.5,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3631,"Se debe hablar con un propósito, no opinar a todo sí no se va a proponer algo que valga la pena escuchar.",20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
3632,Si no hay nada productivo que decir es mejor quedarse callado,20,4.0,1.0,"Cuando hables, procura que tus palabras sean mejores que el silencio. Del aforismo se infiere que","Si vas a decir algo, busca que tus palabras aporten."
